name,pname,cityname,adname,townName,address,tel,location,id,tag,pcode,parent,distance,importance,biz_ext,biz_type,recommend,type,photos,discount_num,gridcode,typecode,shopinfo,poiweight,citycode,children,alias,event,entr_location,indoor_map,email,timestamp,website,adcode,postcode,match,business_area,indoor_data,childtype,exit_location,shopid,navi_poiid,groupbuy_num,isin_region,查询关键词,手机号识别,gcj02_lng,gcj02_lat,行业大类,行业子类
城市建设工程学院,陕西省,宝鸡市,眉县,,营头镇河营路,,"107.754430,34.121694",B0FFFE0B4S,,,[],[],[],[],[],,科教文化服务;学校;高等院校,[],,,141201,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,107.75443,34.121694,科教文化服务,学校
仰天小学,陕西省,西安市,周至县,,哑柏镇仰天村,,"108.085592,34.178855",B001D08VZI,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.085592,34.178855,科教文化服务,学校
眉县齐镇中学,陕西省,宝鸡市,眉县,,民主路与齐镇南街交叉口东100米,,"107.721884,34.209972",B03950160D,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,107.721884,34.209972,科教文化服务,学校
安乐中学,陕西省,宝鸡市,岐山县,,化斜路安乐镇安乐中心小学西侧约210米,,"107.666475,34.220729",B03950PTAJ,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,107.666475,34.220729,科教文化服务,学校
眉县齐镇斜峪关村家风馆,陕西省,宝鸡市,眉县,,化斜路,,"107.666075,34.179442",B0G19A9Q46,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,[],,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,107.666075,34.179442,科教文化服务,科教文化场所
眉县槐芽中学,陕西省,宝鸡市,眉县,,槐芽镇西街21号,0917-5622022,"107.884982,34.206151",B039501619,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,107.884982,34.206151,科教文化服务,学校
顺峰驾校,陕西省,西安市,长安区,,甫十路西安市长安区杨庄街道初级中学北侧,,"109.147504,34.038998",B0H0H5BGC1,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,[],,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.147504,34.038998,科教文化服务,科教文化场所
恒通驾校,陕西省,西安市,长安区,,甫十路西安市长安区杨庄街道初级中学西北侧约80米,,"109.146657,34.039086",B0GK6MQN2W,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,[],,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.146657,34.039086,科教文化服务,科教文化场所
九间房镇中心学校,陕西省,西安市,蓝田县,,下大寨村,,"109.517158,34.186478",B0FFHB3WPF,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.517158,34.186478,科教文化服务,学校
杨斜初级中学,陕西省,商洛市,商州区,,福银高速商洛市杨斜派出所西侧约100米,,"109.67758,33.855687",B03920O7NN,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.67758,33.855687,科教文化服务,学校
金陵寺镇房店小学,陕西省,商洛市,商州区,,杨金路东200米,,"109.821743,33.884267",B0FFH083GZ,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.821743,33.884267,科教文化服务,学校
西安可口可乐希望小学,陕西省,商洛市,商州区,,312国道北100米,,"109.700599,34.018419",B03920O2TS,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.700599,34.018419,科教文化服务,学校
五星小学,陕西省,商洛市,商州区,,麻街镇,,"109.792715,33.951376",B03920O135,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.792715,33.951376,科教文化服务,学校
红门河中心小学,陕西省,商洛市,商州区,,黑龙口镇红门河村,,"109.789399,33.986019",B03920O7M9,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.789399,33.986019,科教文化服务,学校
九间房镇李家坪小学,陕西省,西安市,蓝田县,,[],,"109.565759,34.110131",B0GU71O9XW,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.565759,34.110131,科教文化服务,学校
灞源镇林青小学,陕西省,西安市,蓝田县,,九灞路附近,,"109.678449,34.149162",B0FFG852W8,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.678449,34.149162,科教文化服务,学校
韩家坪小学,陕西省,西安市,蓝田县,,101省道北50米,,"109.620511,34.093612",B001D08XYM,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.620511,34.093612,科教文化服务,学校
三岔河镇中心幼儿园,陕西省,商洛市,商州区,,三岔河镇中心幼儿园(304县道),,"109.770480,33.958628",B0GUJNNNLH,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.77048,33.958628,科教文化服务,学校
玉山村小学,陕西省,西安市,蓝田县,,玉山镇107省道东50米,,"109.496423,34.193363",B001D09QKY,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.496423,34.193363,科教文化服务,学校
渭南市临渭区阳郭镇大王小学,陕西省,渭南市,临渭区,,107省道大王乡初级中学附近,,"109.483100,34.306687",B0FFI54RQV,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.4831,34.306687,科教文化服务,学校
蓝田县灞源镇中心学校,陕西省,西安市,蓝田县,,灞源镇李家俭村,,"109.697860,34.172608",B0HA6Z8GOM,,,[],[],[],[],[],,科教文化服务;学校;学校,[],,,141200,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.69786,34.172608,科教文化服务,学校
蓝田县玉山镇腰祝小学,陕西省,西安市,蓝田县,,玉山镇腰祝村,,"109.510348,34.231833",B001D08ZQL,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.510348,34.231833,科教文化服务,学校
蓝田县玉山镇少年宫,陕西省,西安市,蓝田县,,玉山镇中心学校,,"109.511910,34.201759",B0FFL5N6BF,,,[],[],[],[],[],,科教文化服务;文化宫;文化宫,[],,,140800,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.51191,34.201759,科教文化服务,文化宫
省生态环境局希望小学,陕西省,西安市,蓝田县,,九灞路,,"109.547445,34.177094",B0H33KOJZ5,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.547445,34.177094,科教文化服务,学校
蓝田县玉山镇峒峪小学,陕西省,西安市,蓝田县,,[],,"109.519471,34.202793",B001D0Z2GL,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.519471,34.202793,科教文化服务,学校
麻街中心幼儿园,陕西省,商洛市,商州区,,[],,"109.814900,33.947371",B0FFL4HNOY,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.8149,33.947371,科教文化服务,学校
金星幼儿园,陕西省,商洛市,商州区,,三岔河镇金星村,,"109.725919,33.977059",B0FFGXCSYE,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.725919,33.977059,科教文化服务,学校
天天托管,陕西省,西安市,长安区,,甫十路西安市长安区杨庄街道初级中学东南侧约140米,,"109.149726,34.036993",B0HB3M7022,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,[],,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.149726,34.036993,科教文化服务,科教文化场所
蓝田县焦岱镇初级中学,陕西省,西安市,蓝田县,,焦岱镇政府斜对面,,"109.246370,34.060719",B0GUCA622V,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.24637,34.060719,科教文化服务,学校
云艺舞蹈,陕西省,西安市,长安区,,甫十路西安市长安区杨庄街道初级中学北侧约130米,,"109.147062,34.039876",B0HG0DYKL9,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,[],,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.147062,34.039876,科教文化服务,科教文化场所
陕西省无人机飞行考场,陕西省,西安市,长安区,,甫十路575村,,"109.142697,34.049301",B0G1ADXKG6,,,[],[],[],[],[],,科教文化服务;科教文化场所;科教文化场所,[],,,140000,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.142697,34.049301,科教文化服务,科教文化场所
杨庄街道佛沟幼儿园,陕西省,西安市,长安区,,293乡道附近,,"109.153830,34.053351",B0FFL34MSW,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.15383,34.053351,科教文化服务,学校
草坪村小学,陕西省,西安市,蓝田县,,蓝田服务区与G40沪陕高速交叉口西北100米,,"109.461128,33.957001",B001D09SBR,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.461128,33.957001,科教文化服务,学校
西安市长安区杨庄街道库峪口小学,陕西省,西安市,长安区,,杨庄街道办事处库峪口村五组,029-85887243,"109.171212,34.011202",B001D0Z616,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.171212,34.011202,科教文化服务,学校
西安市长安区杨庄街道中心幼儿园,陕西省,西安市,长安区,,杨庄街道杨庄小学杨庄街道中心幼儿园,,"109.148240,34.038733",B0FFL74TWR,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.14824,34.038733,科教文化服务,学校
代家桥小学,陕西省,西安市,蓝田县,,小寨镇,,"109.264204,34.038625",B001D08PFH,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.264204,34.038625,科教文化服务,学校
蓝桥九年制学校,陕西省,西安市,蓝田县,,蓝桥镇,,"109.464755,34.070319",B0FFLB8BKW,,,[],[],[],[],[],,科教文化服务;学校;中学,[],,,141202,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.464755,34.070319,科教文化服务,学校
牧护关中心幼儿园,陕西省,商洛市,商州区,,黑龙口镇松沟村,,"109.732844,34.014311",B0FFHKYJ3J,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.732844,34.014311,科教文化服务,学校
小寨小学,陕西省,西安市,蓝田县,,小寨镇顺宇路北100米,,"109.288359,34.046099",B001D0ZY0Y,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.288359,34.046099,科教文化服务,学校
小叮当幼儿园(顺宇路),陕西省,西安市,蓝田县,,小寨镇顺宇路,029-82961323,"109.278559,34.050073",B001D09S2A,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.278559,34.050073,科教文化服务,学校
雷凤小学,陕西省,商洛市,商州区,,G312(沪霍线),,"109.786492,33.966146",B03920O4JK,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.786492,33.966146,科教文化服务,学校
金陵寺镇中心小学,陕西省,商洛市,商州区,,杨金路东50米,,"109.803588,33.889708",B0FFK9OWUA,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.803588,33.889708,科教文化服务,学校
牧护关镇西沟村小学,陕西省,商洛市,商州区,,[],,"109.579803,34.008233",B0FFL9V6XW,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.579803,34.008233,科教文化服务,学校
潇翔希望小学,陕西省,商洛市,商州区,,韩胡路与101省道交叉口东北110米,,"109.720811,34.028717",B0FFKEAF2B,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.720811,34.028717,科教文化服务,学校
杨斜镇松云小学,陕西省,商洛市,商州区,,松云寺旁,,"109.695742,33.853220",B03920O33U,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,109.695742,33.85322,科教文化服务,学校
甘河中心学校运渠店分校,陕西省,西安市,鄠邑区,,鄠邑区,,"108.495805,34.151311",B0G2NC3W7X,,,[],[],[],[],[],,科教文化服务;学校;小学,[],,,141203,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.495805,34.151311,科教文化服务,学校
丁村中心幼儿园,陕西省,西安市,鄠邑区,,甘河街道,,"108.514421,34.146759",B0GUO43C32,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.514421,34.146759,科教文化服务,学校
祖庵镇北寺幼儿园,陕西省,西安市,鄠邑区,,祖庵镇,,"108.493748,34.125714",B0G3Y5VCUQ,,,[],[],[],[],[],,科教文化服务;学校;幼儿园,[],,,141204,0,[],,,,,,,,,,,,,,,[],,[],,,yes,,0,108.493748,34.125714,科教文化服务,学校
官村幼儿园,陕西省,西安市,周至县,全部,翠峰乡政府附近东南方向40米,,"108.076607,34.127339",B0FFLDBSSN,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;学校;幼儿园,[],0,5108105600,141204,0,[],29,[],[],[],[],0,[],2021/11/29 0:45,[],610124,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,108.076607,34.127339,科教文化服务,学校
槐芽镇西柿林小学,陕西省,宝鸡市,眉县,全部,[],,"107.906650,34.206900",B0G36UO08A,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;学校;小学,[],0,5107274221,141203,0,[],917,[],[],[],[],0,[],2021/11/22 9:13,[],610326,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,107.90665,34.2069,科教文化服务,学校
眉县横渠高级职业中学,陕西省,宝鸡市,眉县,全部,横渠镇,,"107.959033,34.196504",B03950PAEL,[],610000,[],[],[],"{'cost': [], 'rating': '4.0'}",[],0,科教文化服务;学校;职业技术学校,[],0,5107273612,141206,0,[],917,"[{'typecode': ' 991400 ', 'address': ' 张载路附近 ', 'distance': ' 0 ', 'subtype': '门', 'sname': ' 南门 ', 'name': ' 眉县横渠高级职业中学(南门) ', 'location': '107.958995,34.196190', 'id': ' B03950PDI4 '}]",[],[],"107.958972,34.196035",0,[],2021/11/18 21:47,[],610326,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],I48F022048_127,0,yes,,0,107.959033,34.196504,科教文化服务,学校
周至县青化优悦幼儿园,陕西省,西安市,周至县,全部,青化镇310国道南100米,,"108.027227,34.183233",B0FFFAH2KO,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;学校;幼儿园,[],0,5108201220,141204,0,[],29,[],[],[],[],0,[],2021/11/15 8:06,[],610124,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],I49F022001_1264,0,yes,,0,108.027227,34.183233,科教文化服务,学校
齐镇中心小学,陕西省,宝鸡市,眉县,全部,齐镇南街北50米,,"107.724962,34.207189",B0GRLBJTZC,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;学校;小学,[],0,5107254722,141203,0,[],917,[],[],[],[],0,[],2021/11/20 23:24,[],610326,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,107.724962,34.207189,科教文化服务,学校
阳光童星幼儿园,陕西省,西安市,周至县,全部,Y380乡道联庄村村民委员会西侧,,"108.044528,34.219215",B0FFHG1CGP,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;学校;幼儿园,[],0,5108206301,141204,0,[],29,[],[],[],"108.044488,34.218827",0,[],2021/12/7 16:34,[],610124,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,108.044528,34.219215,科教文化服务,学校
金太阳幼儿园,陕西省,西安市,周至县,全部,新白寨村,029-85149125,"108.076612,34.194013",B0FFGWU0GU,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;学校;幼儿园,[],0,5108203600,141204,0,[],29,[],[],[],"108.076269,34.193741",0,[],2021/11/19 12:45,[],610124,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,108.076612,34.194013,科教文化服务,学校
翠峰镇中心幼儿园,陕西省,西安市,周至县,全部,翠峰镇东红村,,"108.074528,34.115363",B0FFFPTQFS,[],610000,[],[],[],"{'cost': [], 'rating': '0.0'}",[],0,科教文化服务;学校;幼儿园,[],0,5108103522,141204,0,[],29,[],[],[],[],0,[],2021/11/18 7:56,[],610124,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,108.074528,34.115363,科教文化服务,学校
竹峪镇丹阳幼儿园,陕西省,西安市,周至县,全部,竹峪镇丹阳联村党委,,"108.043634,34.122111",B0FFLAU8TG,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;学校;幼儿园,[],0,5108104311,141204,0,[],29,[],[],[],[],0,[],2021/11/21 10:02,[],610124,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,108.043634,34.122111,科教文化服务,学校
培蕾幼儿园,陕西省,西安市,周至县,全部,竹峪镇兰梅塬,,"108.038664,34.148877",B001D0Z5PP,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;学校;幼儿园,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/59480967c61daece8f905063ae64a47e'}]",0,5108107320,141204,0,[],29,[],[],[],"108.038834,34.148798",0,[],2021/12/7 18:43,[],610124,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,108.038664,34.148877,科教文化服务,学校
眉县槐芽镇中心小学,陕西省,宝鸡市,眉县,全部,保安堡北新街槐芽镇中心小学,,"107.880290,34.208220",B03950PT84,[],610000,[],[],[],"{'cost': [], 'rating': '3.0'}",[],0,科教文化服务;学校;小学,[],0,5107274021,141203,0,[],917,"[{'typecode': ' 991400 ', 'address': ' 北新街北50米 ', 'distance': ' 0 ', 'subtype': '门', 'sname': ' 南门 ', 'name': ' 槐芽镇中心小学(南门) ', 'location': '107.880240,34.208134', 'id': ' B0FFGJOUZ0 '}]",[],[],[],0,[],2021/11/23 19:10,[],610326,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,107.88029,34.20822,科教文化服务,学校
横渠镇成人文化技术学校图书室,陕西省,宝鸡市,眉县,全部,张载路北50米,,"107.959382,34.196163",B0FFKPD1V8,[],610000,B0FFKR2I8R,[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;图书馆;图书馆,[],0,5107273612,140500,0,[],917,[],[],[],[],0,[],2021/11/15 11:08,[],610326,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",309,[],[],[],0,yes,,0,107.959382,34.196163,科教文化服务,图书馆
育芳爱心小学,陕西省,西安市,周至县,全部,[],,"108.014437,34.154185",B0HG0AWANH,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;学校;小学,[],0,5108108110,141203,0,[],29,[],[],[],"108.014436,34.154219",0,[],2021/12/1 18:04,[],610124,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,108.014437,34.154185,科教文化服务,学校
青化镇半个城小学,陕西省,西安市,周至县,全部,[],,"108.059793,34.170236",B0G2AC550G,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;学校;小学,[],0,5108200412,141203,0,[],29,[],[],[],"108.059805,34.170365",0,[],2021/12/1 15:15,[],610124,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,108.059793,34.170236,科教文化服务,学校
翠峰镇中心学校,陕西省,西安市,周至县,全部,翠峰镇官村,,"108.072370,34.128531",B0GRUS4W17,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;学校;小学,[],0,5108105512,141203,0,[],29,[],[],[],"108.072026,34.128084",0,[],2021/11/22 6:43,[],610124,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,108.07237,34.128531,科教文化服务,学校
斜谷村史馆,陕西省,宝鸡市,眉县,全部,化斜路,,"107.666050,34.179455",B0G1LC5PZV,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;展览馆;展览馆,[],0,5107251310,140200,0,[],917,[],[],[],[],0,[],2021/11/20 23:40,[],610326,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,107.66605,34.179455,科教文化服务,展览馆
竹峪镇东寨小学,陕西省,西安市,周至县,全部,竹峪镇东寨村,,"108.004272,34.126323",B0FFLKQLZP,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;学校;小学,"[{'title': [], 'url': 'http://aos-cdn-image.amap.com/sns/ugccomment/1d7e20f1-d186-49e1-8153-8fc506f78483.jpg'}]",0,5108105001,141203,0,[],29,[],[],[],"108.004274,34.126195",0,[],2021/12/2 9:59,[],610124,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,108.004272,34.126323,科教文化服务,学校
眉县齐镇西凉阁小学,陕西省,宝鸡市,眉县,全部,齐镇西凉阁小学(汤齐路南),,"107.737984,34.210133",B0FFKYTREA,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;学校;小学,[],0,5107255900,141203,0,[],917,[],[],[],"107.738092,34.210309",0,[],2021/11/30 21:29,[],610326,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,107.737984,34.210133,科教文化服务,学校
西裕小学,陕西省,西安市,周至县,全部,竹峪镇青竹一路北50米,,"108.050925,34.163262",B001D09QL1,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;学校;小学,[],0,5108109410,141203,0,[],29,[],[],[],"108.05101,34.162659",0,[],2021/11/27 21:46,[],610124,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],I49F023001_47,0,yes,,0,108.050925,34.163262,科教文化服务,学校
三星联小,陕西省,宝鸡市,眉县,全部,首斜路西50米,,"107.700577,34.199954",B039501TZZ,[],610000,[],[],[],"{'cost': [], 'rating': '3.0'}",[],0,科教文化服务;学校;小学,[],0,5107253620,141203,0,[],917,[],[],[],[],0,[],2021/12/7 22:45,[],610326,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],I48F022046_15,0,yes,,0,107.700577,34.199954,科教文化服务,学校
眉县文化馆横渠镇分馆,陕西省,宝鸡市,眉县,全部,张载路,,"107.959384,34.196163",B0HUVD195M,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;文化宫;文化宫,[],0,5107273612,140800,0,[],917,[],[],[],[],0,[],2021/12/7 19:11,[],610326,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,107.959384,34.196163,科教文化服务,文化宫
周至县翠峰镇农林小学,陕西省,西安市,周至县,全部,翠峰镇农林村,,"108.053813,34.096505",B001D09QLU,[],610000,[],[],[],"{'cost': [], 'rating': '3.0'}",[],0,科教文化服务;学校;小学,[],0,5108101410,141203,0,[],29,[],[],[],[],0,[],2021/11/23 2:03,[],610124,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],I49F023001_52,0,yes,,0,108.053813,34.096505,科教文化服务,学校
横渠镇中心小学,陕西省,宝鸡市,眉县,全部,209省道附近,0917-5755452,"107.966611,34.184384",B0FFG626SR,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;学校;小学,"[{'title': [], 'url': 'http://aos-cdn-image.amap.com/sns/ugccomment/9c6a67c1-fa09-4120-876c-e13e14d2698f.jpg'}, {'title': [], 'url': 'http://aos-cdn-image.amap.com/sns/ugccomment/1576ad24-8ff7-4500-8400-235f506ec41a.jpg'}, {'title': [], 'url': 'http://aos-cdn-image.amap.com/sns/ugccomment/4a6253a8-a53b-4fdd-bb7d-50be30a1bb99.jpg'}]",0,5107272700,141203,0,[],917,[],[],[],[],0,[],2021/11/15 6:16,[],610326,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,107.966611,34.184384,科教文化服务,学校
眉县李达小学,陕西省,宝鸡市,眉县,全部,209省道,0917-5755452,"107.966400,34.184667",B0FFG63MQT,[],610000,[],[],[],"{'cost': [], 'rating': []}",[],0,科教文化服务;学校;小学,"[{'title': [], 'url': 'http://aos-cdn-image.amap.com/sns/ugccomment/8e5eeab7-0cca-4fb3-8605-01fbfc17c470.jpg'}, {'title': [], 'url': 'http://aos-cdn-image.amap.com/sns/ugccomment/aadf1d7a-ddf7-4cb1-8b1f-886fa7bb6d22.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/bb233159618cca059588eb3cc7a79d9e'}]",0,5107272700,141203,0,[],917,[],[],[],[],0,[],2021/12/7 20:59,[],610326,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,107.9664,34.184667,科教文化服务,学校
昌西小学,陕西省,西安市,周至县,全部,X312号(周哑路),,"108.075510,34.160518",B001D0Z3CZ,[],610000,[],[],[],"{'cost': [], 'rating': '3.0'}",[],0,科教文化服务;学校;小学,[],0,5108109600,141203,0,[],29,[],[],[],[],0,[],2021/12/7 15:17,[],610124,[],0,[],"{'cmsid': [], 'truefloor': [], 'cpid': [], 'floor': []}",[],[],[],[],0,yes,,0,108.07551,34.160518,科教文化服务,学校
